"size_code","width_mm","aspect_ratio_pct","rim_in","unloaded_diameter_mm","unloaded_radius_mm","unloaded_circumference_mm","dynamic_factor","expected_rolling_radius_mm","expected_effective_circumference_mm","source","notes"
"275/40R17","275","40","17","651.8","325.9","2047.69","0.97","316.123","1986.259","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/40R18","275","40","18","677.2","338.6","2127.487","0.97","328.442","2063.662","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/40R19","275","40","19","702.6","351.3","2207.283","0.97","340.761","2141.065","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/40R20","275","40","20","728","364","2287.079","0.97","353.08","2218.467","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R14","275","45","14","603.1","301.55","1894.695","0.97","292.504","1837.854","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R15","275","45","15","628.5","314.25","1974.491","0.97","304.823","1915.256","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R16","275","45","16","653.9","326.95","2054.287","0.97","317.142","1992.659","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R17","275","45","17","679.3","339.65","2134.084","0.97","329.461","2070.061","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R18","275","45","18","704.7","352.35","2213.88","0.97","341.78","2147.464","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/45R19","275","45","19","730.1","365.05","2293.677","0.97","354.099","2224.866","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R13","275","50","13","605.2","302.6","1901.292","0.97","293.522","1844.253","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R14","275","50","14","630.6","315.3","1981.088","0.97","305.841","1921.656","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R15","275","50","15","656","328","2060.885","0.97","318.16","1999.058","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R16","275","50","16","681.4","340.7","2140.681","0.97","330.479","2076.461","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R17","275","50","17","706.8","353.4","2220.478","0.97","342.798","2153.863","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/50R18","275","50","18","732.2","366.1","2300.274","0.97","355.117","2231.266","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R14","275","55","14","658.1","329.05","2067.482","0.97","319.179","2005.458","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R15","275","55","15","683.5","341.75","2147.279","0.97","331.498","2082.86","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R16","275","55","16","708.9","354.45","2227.075","0.97","343.817","2160.263","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R17","275","55","17","734.3","367.15","2306.871","0.97","356.136","2237.665","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R18","275","55","18","759.7","379.85","2386.668","0.97","368.455","2315.068","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/55R19","275","55","19","785.1","392.55","2466.464","0.97","380.774","2392.47","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R12","275","60","12","634.8","317.4","1994.283","0.97","307.878","1934.455","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R13","275","60","13","660.2","330.1","2074.079","0.97","320.197","2011.857","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R14","275","60","14","685.6","342.8","2153.876","0.97","332.516","2089.26","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R15","275","60","15","711","355.5","2233.672","0.97","344.835","2166.662","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R16","275","60","16","736.4","368.2","2313.469","0.97","357.154","2244.065","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R17","275","60","17","761.8","380.9","2393.265","0.97","369.473","2321.467","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/60R20","275","60","20","838","419","2632.655","0.97","406.43","2553.675","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R12","275","65","12","662.3","331.15","2080.677","0.97","321.216","2018.257","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R13","275","65","13","687.7","343.85","2160.473","0.97","333.535","2095.659","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R14","275","65","14","713.1","356.55","2240.27","0.97","345.854","2173.062","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R15","275","65","15","738.5","369.25","2320.066","0.97","358.173","2250.464","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R16","275","65","16","763.9","381.95","2399.863","0.97","370.492","2327.867","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R17","275","65","17","789.3","394.65","2479.659","0.97","382.811","2405.269","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/65R18","275","65","18","814.7","407.35","2559.456","0.97","395.13","2482.672","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R10","275","70","10","639","319.5","2007.478","0.97","309.915","1947.253","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R12","275","70","12","689.8","344.9","2167.071","0.97","334.553","2102.058","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R13","275","70","13","715.2","357.6","2246.867","0.97","346.872","2179.461","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R14","275","70","14","740.6","370.3","2326.664","0.97","359.191","2256.864","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R15","275","70","15","766","383","2406.46","0.97","371.51","2334.266","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"275/70R16","275","70","16","791.4","395.7","2486.256","0.97","383.829","2411.669","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R15","285","30","15","552","276","1734.159","0.97","267.72","1682.134","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R16","285","30","16","577.4","288.7","1813.956","0.97","280.039","1759.537","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R17","285","30","17","602.8","301.4","1893.752","0.97","292.358","1836.939","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R18","285","30","18","628.2","314.1","1973.549","0.97","304.677","1914.342","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R19","285","30","19","653.6","326.8","2053.345","0.97","316.996","1991.745","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/30R20","285","30","20","679","339.5","2133.141","0.97","329.315","2069.147","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/35R15","285","35","15","580.5","290.25","1823.695","0.97","281.543","1768.984","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/35R16","285","35","16","605.9","302.95","1903.491","0.97","293.862","1846.386","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"285/35R17","285","35","17","631.3","315.65","1983.287","0.97","306.181","1923.789","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
